name,birth_city,birth_state,birth_country,death_city,death_state,death_country,birth_year,birth_month,birth_day,death_year,death_month,death_day
Bryan Trottier,Val Marie,Saskatchewan,CA,,,,1956,7,17,,,
Bryan Watson,Bancroft,Ontario,CA,,,CA,1942,11,14,,,
Bryan Young,Selwyn,Ontario,CA,,,,1986,8,6,,,
Bryce Lampman,Rochester,Minnesota,US,,,,1982,8,31,,,
Bryce Salvador,Brandon,Manitoba,CA,,,,1976,2,11,,,
Bryce Van Brabant,Morinville,Alberta,CA,,,,1991,11,12,,,
Bryon Baltimore,Whitehorse,Yukon,CA,,,,1962,8,26,,,
Bucky Hollingworth,Montreal,Quebec,CA,,,CA,1933,7,24,1974,2,2
Bud Cook,Kingston,Ontario,CA,,,CA,1907,11,20,1993,11,13
Bud Jarvis,Fort William,Ontario,CA,,,CA,1907,12,7,1983,5,7
Bud MacPherson,Edmonton,Alberta,CA,,,CA,1927,3,31,1988,8,31
Bud Poile,Fort William,Ontario,CA,Vancouver,British Columbia,CA,1924,2,10,2005,1,4
Bud Stefanski,South Porcupine,Ontario,CA,,,,1955,4,28,,,
Buddy Boone,Kirkland Lake,Ontario,CA,,,CA,1932,9,11,1986,9,1
Buddy Maracle,Ayr,Ontario,CA,Dallas,Texas,US,1904,9,8,1958,6,20
Buddy O'Connor,Montreal,Quebec,CA,,,CA,1916,6,21,1977,8,24
Bullet Joe Simpson,Selkirk,Manitoba,CA,Coral Gables,Florida,US,1893,8,13,1973,12,25
Bun Cook,Kingston,Ontario,CA,Kingston,Ontario,CA,1903,9,18,1988,3,19
Bun LaPrairie,Sault Ste. Marie,Michigan,US,,,CA,1911,10,20,1986,4,20
Burke Henry,Ste. Rose du Lac,Manitoba,CA,,,,1979,1,21,,,
Burr Williams,Okemah,Oklahoma,US,Duluth,Minnesota,US,1909,8,30,1981,2,9
Busher Jackson,Toronto,Ontario,CA,Toronto,Ontario,CA,1911,1,17,1966,6,25
Buster Harvey,Fredericton,New Brunswick,CA,,,CA,1950,4,2,2007,11,25
Butch Deadmarsh,Trail,British Columbia,CA,,,,1950,4,5,,,
Butch Goring,Saint Boniface,Winnipeg,CA,,,,1949,10,22,,,
Butch Keeling,Owen Sound,Ontario,CA,,,CA,1905,8,10,1984,11,12
Butch McDonald,Assiniboia,Saskatchewan,CA,,British Columbia,CA,1916,11,21,2006,1,8
Butch Paul,Rocky Mountain House,Alberta,CA,Memphis,Tennessee,US,1943,9,11,1966,3,25
Butch Williams,Duluth,Minnesota,US,,,,1952,9,11,,,
Buzz Boll,Fillmore,Saskatchewan,CA,Regina,Saskatchewan,CA,1911,3,6,1990,1,23
Byron Bitz,Saskatoon,Saskatchewan,CA,,,,1984,7,21,,,
Byron Dafoe,Worthing,England,GB,,,,1971,2,25,,,
Byron Ritchie,Burnaby,British Columbia,CA,,,,1977,4,24,,,
C. J. Young,Waban,Massachusetts,US,,,,1968,1,1,,,
Cade Fairchild,Duluth,Minnesota,US,,,,1989,1,15,,,
Cal Clutterbuck,Welland,Ontario,CA,,,,1987,11,18,,,
Cal Gardner,Winnipeg,Manitoba,CA,,,CA,1924,10,30,2001,10,10
Cal Heeter,St. Louis,Missouri,US,,,,1988,11,2,,,
Cal O'Reilly,Toronto,Ontario,CA,,,,1986,9,30,,,
Cale Hulse,Edmonton,Alberta,CA,,,,1973,11,10,,,
Calle Järnkrok,Gävle,,SE,,,,1991,9,25,,,
Calle Johansson,Gothenburg,,SE,,,,1967,2,14,,,
Calum MacKay,Toronto,Ontario,CA,,,CA,1927,1,1,2001,8,21
Calvin de Haan,Carp,Ontario,CA,,,,1991,5,9,,,
Calvin Pickard,Winnipeg,Manitoba,CA,,,,1992,4,15,,,
Cam Atkinson,Riverside,Connecticut,US,,,,1989,6,5,,,
Cam Barker,Winnipeg,Manitoba,CA,,,,1986,4,4,,,
Cam Botting,Kingston,Ontario,CA,,,,1954,3,10,,,
Cam Brown,Saskatoon,Saskatchewan,CA,,,,1969,5,15,,,
Cam Connor,Winnipeg,Manitoba,CA,,,,1954,8,10,,,
Cam Fowler,Windsor,Ontario,CA,,,,1991,12,5,,,
Cam Janssen,Eureka,Missouri,US,,,,1984,4,15,,,
Cam Neely,Comox,British Columbia,CA,,,,1965,6,6,,,
Cam Newton,Peterborough,Ontario,CA,,,,1950,2,25,,,
Cam Paddock,North Vancouver,British Columbia,CA,,,,1983,3,22,,,
Cam Plante,Brandon,Manitoba,CA,,,,1964,3,12,,,
Cam Russell,Halifax,Nova Scotia,CA,,,,1969,1,12,,,
Cam Severson,Norquay,Saskatchewan,CA,,,,1978,8,15,,,
Cam Stewart,Kitchener,Ontario,CA,,,,1971,9,18,,,
Cam Talbot,Caledonia,Ontario,CA,,,,1987,7,5,,,
Cam Ward,Saskatoon,Saskatchewan,CA,,,,1984,2,29,,,
Cameron Gaunce,Greater Sudbury,Ontario,CA,,,,1990,3,19,,,
Cameron Mann,Thompson,Manitoba,CA,,,,1977,4,20,,,
Cameron Schilling,Carmel,Indiana,US,,,,1988,10,7,,,
Camille Henry,Quebec City,Quebec,CA,,,,1933,1,31,1997,9,11
Carey Price,Vancouver,British Columbia,CA,,,,1987,8,16,,,
Carey Wilson,Winnipeg,Manitoba,CA,,,,1962,5,19,,,
"Carl ""Winky"" Smith",Cache Bay,Ontario,CA,Omaha,Nebraska,US,1917,9,18,1967,1,9
Carl Brewer,Toronto,Ontario,CA,Toronto,Ontario,CA,1938,10,21,2001,8,25
Carl Gunnarsson,Örebro,,SE,,,,1986,11,9,,,
Carl Hagelin,Södertälje,,SE,,,,1988,8,23,,,
Carl Klingberg,Gothenburg,,SE,,,,1991,1,28,,,
Carl Liscombe,Perth,Ontario,CA,Wailuku,Hawaii,US,1915,5,17,2004,2,24
Carl Mokosak,Fort Saskatchewan,Alberta,CA,,,,1962,9,22,,,
Carl Sneep,Nisswa,Minnesota,US,,,,1987,11,5,,,
Carl Söderberg,Malmö,,SE,,,,1985,10,12,,,
Carl Voss,Chelsea,Massachusetts,US,Lake Park,Florida,US,1907,1,6,1993,9,13
Carl Wetzel,Detroit,Michigan,US,,,,1938,12,12,,,
Carlo Colaiacovo,Toronto,Ontario,CA,,,,1983,1,27,,,
Carol Vadnais,Montreal,Quebec,CA,Laval,Quebec,CA,1945,9,25,2014,8,31
Carsen Germyn,Campbell River,British Columbia,CA,,,,1982,2,22,,,
Carson Cooper,Cornwall,Ontario,CA,,,CA,1897,7,17,1955,7,4
Carson McMillan,Brandon,Manitoba,CA,,,,1988,9,10,,,
Carter Ashton,Winnipeg,Manitoba,CA,,,,1991,4,1,,,
Carter Bancks,Calgary,Alberta,CA,,,,1989,8,9,,,
Carter Camper,Rocky River,Ohio,US,,,,1988,7,6,,,
Carter Hutton,Thunder Bay,Ontario,CA,,,,1985,12,19,,,
Casey Bailey,Anchorage,Alaska,US,,,,1991,10,27,,,
Casey Borer,Minneapolis,Minnesota,US,,,,1985,7,28,,,
Casey Cizikas,Toronto,Ontario,CA,,,,1991,2,27,,,
Casey Hankinson,Edina,Minnesota,US,,,,1976,5,8,,,
Casey Wellman,Castro Valley,California,US,,,,1987,10,18,,,
Cecil Browne,Winnipeg,Manitoba,CA,,,CA,1896,2,13,1985,8,13
Cecil Dillon,Toledo,Ohio,US,Meaford,Ontario,CA,1908,4,26,1969,11,13
Cecil Hoekstra,Winnipeg,Manitoba,CA,,,CA,1935,4,2,,,
Cedric Paquette,Gaspé,Quebec,CA,,,,1993,8,13,,,
Cédrick Desjardins,Edmundston,New Brunswick,CA,,,,1985,9,30,,,
Cesare Maniago,Trail,British Columbia,CA,,,,1939,1,13,,,
Chad Billins,Marysville,Michigan,US,,,,1989,5,26,,,
Chad Erickson,Minneapolis,Minnesota,US,,,,1970,8,21,,,
Chad Johnson,Saskatoon,Saskatchewan,CA,,,,1986,6,10,,,
Chad Kilger,Cornwall,Ontario,CA,,,,1976,11,27,,,
Chad Kolarik,Abington Township,Pennsylvania,US,,,,1986,1,26,,,
Chad LaRose,Fraser,Michigan,US,,,,1982,3,27,,,
Chad Penney,Labrador City,Newfoundland and Labrador,CA,,,,1973,9,18,,,
Chad Rau,Eden Prairie,Minnesota,US,,,,1987,1,18,,,
Chad Wiseman,Burlington,Ontario,CA,,,,1981,3,25,,,
Charles Cahill,Summerside,Prince Edward Island,CA,,,CA,1904,1,4,1954,6,5
Charles Corrigan,Moosomin,Saskatchewan,CA,,,CA,1916,5,22,1988,6,23
Charles Dinsmore,Toronto,Ontario,CA,,,CA,1903,7,23,1982,12,5
Charles Fraser,Stellarton,Nova Scotia,CA,Montreal,Quebec,CA,1897,7,22,1970,8,9
Charles Linglet,Montreal,Quebec,CA,,,,1982,6,22,,,
Charles Pletsch,Chesley,Ontario,CA,Hamilton,Ontario,CA,1893,12,31,1950,7,24
Charles Shannon,Campbellford,Ontario,CA,,,CA,1916,3,22,1974,8,25
Charley McVeigh,Kenora,Ontario,CA,,,CA,1898,3,29,1984,5,7
Charlie Bourgeois,Moncton,New Brunswick,CA,,,,1959,11,19,,,
Charlie Burns,Detroit,Michigan,US,,,CA,1936,2,14,,,
Charlie Conacher,Toronto,Ontario,CA,Toronto,Ontario,CA,1909,12,20,1967,12,30
Charlie Cotch,Liepāja,,RU,Detroit,Michigan,US,1900,2,21,1932,11,14
Charlie Coyle,Weymouth,Massachusetts,US,,,,1992,3,2,,,
Charlie Gardiner,Edinburgh,Scotland,GB,Winnipeg,Manitoba,CA,1904,12,31,1934,6,13
Charlie Hodge,Lachine,Quebec,CA,Vancouver,British Columbia,CA,1933,7,28,2016,4,16
Charlie Holmes,Boston,Massachusetts,US,Stoughton,Massachusetts,US,1910,1,27,1985,9,19
Charlie Huddy,Oshawa,Ontario,CA,,,,1959,6,2,,,
Charlie Langlois,Lotbinière,Quebec,CA,Greater Sudbury,Ontario,CA,1894,8,25,1965,8,31
Charlie Mason,Seaforth,Ontario,CA,,,CA,1912,2,1,1971,5,18
Charlie Phillips,Toronto,Ontario,CA,,,CA,1917,5,10,2005,3,29
Charlie Sands,Fort William,Ontario,CA,,,CA,1910,5,23,1953,4,6
Charlie Simmer,Terrace Bay,Ontario,CA,,,,1954,3,20,,,
Charlie Stephens,London,Ontario,CA,,,,1981,4,5,,,
Chay Genoway,Morden,Manitoba,CA,,,,1986,12,20,,,
Chick Webster,Toronto,Ontario,CA,,,CA,1920,11,3,,,
Chico Maki,Sault Ste. Marie,Ontario,CA,Port Dover,Ontario,CA,1939,8,17,2015,8,24
Chico Resch,Moose Jaw,Saskatchewan,CA,,,,1948,7,10,,,
Ching Johnson,Winnipeg,Manitoba,CA,Silver Spring,Maryland,US,1898,12,7,1979,6,16
Chris Ahrens,San Bernardino,California,US,,,,1952,7,31,,,
Chris Allen,Blenheim,Ontario,CA,,,,1978,5,8,,,
Chris Armstrong,Regina,Saskatchewan,CA,,,,1975,6,26,,,
Chris Bala,Alexandria,Virginia,US,,,,1978,9,24,,,
Chris Beckford-Tseu,Scarborough,Toronto,CA,,,,1984,6,22,,,
Chris Bourque,Boston,Massachusetts,US,,,,1986,1,29,,,
Chris Brown,Flower Mound,Texas,US,,,,1991,2,3,,,
Chris Butler,St. Louis,Missouri,US,,,,1986,10,27,,,
Chris Campoli,North York,Ontario,CA,,,,1984,7,9,,,
Chris Chelios,Evergreen Park,Illinois,US,,,,1962,1,25,,,
Chris Cichocki,Detroit,Michigan,US,,,,1963,9,17,,,
Chris Clark,South Windsor,Connecticut,US,,,,1976,3,8,,,
Chris Clifford,Kingston,Ontario,CA,,,,1966,5,26,,,
Chris Conner,Westland,Michigan,US,,,,1983,12,23,,,
Chris Corrinet,Trumbull,Connecticut,US,,,,1978,10,29,,,
Chris Dahlquist,Fridley,Minnesota,US,,,,1962,12,14,,,
Chris Dingman,Edmonton,Alberta,CA,,,,1976,7,6,,,
Chris Drury,Trumbull,Connecticut,US,,,,1976,8,20,,,
Chris Durno,Scarborough,Toronto,CA,,,,1980,10,31,,,
Chris Evans,Toronto,Ontario,CA,,,,1946,9,14,2000,5,9
Chris Felix,Bramalea,Ontario,CA,,,,1964,5,27,,,
Chris Ferraro,Port Jefferson,New York,US,,,,1973,1,24,,,
Chris Govedaris,Toronto,Ontario,CA,,,,1970,2,2,,,
Chris Gratton,Brantford,Ontario,CA,,,,1975,7,5,,,
Chris Hajt,Saskatoon,Saskatchewan,CA,,,,1978,7,5,,,
Chris Hayes,Rouyn-Noranda,Quebec,CA,,,CA,1946,8,24,,,
Chris Herperger,Esterhazy,Saskatchewan,CA,,,,1974,2,24,,,
Chris Higgins,Smithtown,New York,US,,,,1983,6,2,,,
Chris Holt,Vancouver,British Columbia,CA,,,,1985,6,5,,,
Chris Jensen,Fort St. John,British Columbia,CA,,,,1963,10,28,,,
Chris Joseph,Burnaby,British Columbia,CA,,,,1969,9,10,,,
Chris Kelleher,Cambridge,Massachusetts,US,,,,1975,3,23,,,
Chris Kenady,Mound,Minnesota,US,,,,1973,4,10,,,
Chris Kontos,Toronto,Ontario,CA,,,,1963,12,10,,,
Chris Kotsopoulos,Scarborough,Toronto,CA,,,,1958,11,27,,,
Chris Kreider,Boxford,Massachusetts,US,,,,1991,4,30,,,
Chris Kunitz,Regina,Saskatchewan,CA,,,,1979,9,26,,,
Chris Langevin,Montreal,Quebec,CA,,,,1959,11,27,,,
Chris Lindberg,Fort Frances,Ontario,CA,,,,1967,4,16,,,
Chris LiPuma,Chicago,Illinois,US,,,,1971,3,23,,,
Chris Luongo,Detroit,Michigan,US,,,,1967,3,17,,,
Chris Marinucci,Grand Rapids,Minnesota,US,,,,1971,12,29,,,
Chris Mason,Red Deer,Alberta,CA,,,,1976,4,20,,,
Chris McAllister,Saskatoon,Saskatchewan,CA,,,,1975,6,16,,,
Chris McAlpine,Roseville,Minnesota,US,,,,1971,12,1,,,
Chris McRae,Beaverton,Ontario,CA,,,,1965,8,26,,,
Chris Minard,Owen Sound,Ontario,CA,,,,1981,11,18,,,
Chris Murray,Port Hardy,British Columbia,CA,,,,1974,10,25,,,
Chris Neil,Flesherton,Ontario,CA,,,,1979,6,18,,,
Chris Nielsen,Moshi,Kilimanjaro,TZ,,,,1980,2,16,,,
Chris Nilan,Boston,Massachusetts,US,,,CA,1958,2,9,,,
Chris O'Sullivan,Dorchester,Massachusetts,US,,,,1974,5,15,,,
Chris Oddleifson,Brandon,Manitoba,CA,,,,1950,9,7,,,
Chris Osgood,Peace River,Alberta,CA,,,,1972,11,26,,,
Chris Phillips,Calgary,Alberta,CA,,,,1978,3,9,,,
Chris Porter,Thunder Bay,Ontario,CA,,,,1984,5,29,,,
Chris Pronger,Dryden,Ontario,CA,,,,1974,10,10,,,
Chris Pryor,Saint Paul,Minnesota,US,,,,1961,1,23,,,
Chris Pusey,Brantford,Ontario,CA,,,,1965,6,30,,,
Chris Schmidt,Beaverlodge,Alberta,CA,,,,1976,3,1,,,
Chris Simon,Wawa,Ontario,CA,,,,1972,1,30,,,
Chris Snell,Regina,Saskatchewan,CA,,,,1971,5,12,,,
Chris Speyer,Toronto,Ontario,CA,Toronto,Ontario,CA,1902,2,9,1966,12,26
Chris Stewart,Scarborough,Toronto,CA,,,,1987,10,30,,,
Chris Summers,Ann Arbor,Michigan,US,,,,1988,2,5,,,
Chris Tamer,Dearborn,Michigan,US,,,,1970,11,17,,,
Chris Tancill,Livonia,Michigan,US,,,,1968,2,7,,,
Chris Taylor,Stratford,Ontario,CA,,,,1972,3,6,,,
Chris Terreri,Warwick,Rhode Island,US,,,,1964,11,15,,,
Chris Terry,Brampton,Ontario,CA,,,,1989,4,7,,,
Chris Therien,Ottawa,Ontario,CA,,,,1971,12,14,,,
Chris Thorburn,Sault Ste. Marie,Ontario,CA,,,,1983,6,3,,,
Chris Tierney,Keswick,Ontario,CA,,,,1994,7,1,,,
Chris Valentine,Belleville,Ontario,CA,,,,1961,12,6,,,
Chris VandeVelde,Moorhead,Minnesota,US,,,,1987,3,15,,,
Chris Wells,Calgary,Alberta,CA,,,,1975,11,12,,,
Chris Winnes,Ridgefield,Connecticut,US,,,,1968,2,12,,,
Chris Worthy,Bristol,England,GB,Vancouver,British Columbia,CA,1947,10,23,2007,8,2
Christer Kellgren,Gothenburg,,SE,,,,1958,8,15,,,
Christer Olsson,Arboga,,SE,,,,1970,7,24,,,
Christian Bäckman,Alingsås,,SE,,,,1980,4,28,,,
Christian Berglund,Örebro,,SE,,,,1980,3,12,,,
Christian Bordeleau,Rouyn-Noranda,Quebec,CA,,,,1947,9,23,,,
Christian Dubé,Sherbrooke,Quebec,CA,,,,1977,4,25,,,
Christian Ehrhoff,Moers,West Germany,DE,,,,1982,7,6,,,
Christian Folin,Kungsbacka,,SE,,,,1991,2,9,,,
Christian Hanson,Peters Township,Pennsylvania,US,,,,1986,3,10,,,
Christian Laflamme,St-Charles,Quebec,CA,,,CA,1976,11,24,,,
Christian Matte,Hull,Quebec,CA,,,,1975,1,20,,,
Christian Proulx,Coaticook,Quebec,CA,,,,1973,12,10,,,
Christian Ruuttu,Lappeenranta,,FI,,,,1964,2,20,,,
Christian Soucy,Gatineau,Quebec,CA,,,,1970,9,14,,,
Christian Tanguay,Beauport,Quebec,CA,,,,1962,8,4,,,
Christian Thomas,Toronto,Ontario,CA,,,,1992,5,26,,,
Christoph Schubert,Munich,West Germany,DE,,,,1982,2,5,,,
Christopher Breen,Uxbridge,Ontario,CA,,,,1989,6,29,,,
Christopher Tanev,East York,Ontario,CA,,,,1989,12,20,,,
Chuck Arnason,Dauphin,Manitoba,CA,,,,1951,7,15,,,
Chuck Blair,Edinburgh,Scotland,GB,,,CA,1928,7,23,2006,12,14
Chuck Hamilton,Kirkland Lake,Ontario,CA,,,CA,1939,1,18,,,
Chuck Kobasew,Osoyoos,British Columbia,CA,,,,1982,4,17,,,
Chuck Lefley,Winnipeg,Manitoba,CA,,,,1950,1,20,,,
Chuck Luksa,Toronto,Ontario,CA,,,,1954,2,19,,,
Chuck Rayner,Sutherland,Saskatoon,CA,Langley,British Columbia,CA,1920,8,11,2002,10,6
Chuck Scherza,Brandon,Manitoba,CA,Pawtucket,Rhode Island,US,1923,2,15,2014,3,16
Church Russell,Winnipeg,Manitoba,CA,,,CA,1923,3,16,1999,3,31
Claire Alexander,Collingwood,Ontario,CA,,,,1945,6,16,,,
Clare Martin,Waterloo,Ontario,CA,,,,1922,2,25,1980,9,23
Clare Raglan,Pembroke,Ontario,CA,,,CA,1927,9,4,2002,4,15
Clarence Behling,Kitchener,Ontario,CA,,,,1916,3,16,1994,7,24
Clarence Boucher,North Bay,Ontario,CA,,,CA,1897,11,1,1970,3,23
Clarence Drouillard,Windsor,Ontario,CA,,,,1914,3,2,1986,5,3
Clarence Schmidt,Williams,Minnesota,US,,,CA,1925,9,17,1997,11,2
Clark Donatelli,Providence,Rhode Island,US,,,,1965,11,22,,,
Clark Gillies,Moose Jaw,Saskatchewan,CA,,,,1954,4,7,,,
Clarke MacArthur,Lloydminster,Alberta,CA,,,,1985,4,6,,,
Clarke Wilm,Central Butte,Saskatchewan,CA,,,,1976,10,24,,,
Claude Boivin,Sainte-Foy,Quebec,CA,,,,1970,3,1,,,
Claude Bourque,Oxford,Nova Scotia,CA,,,CA,1915,3,31,1982,5,13
Claude Cardin,Sorel-Tracy,Quebec,CA,,,,1941,2,17,,,
Claude Cyr,Montreal,Quebec,CA,Montreal,Quebec,CA,1939,3,27,1971,6,1
Claude Evans,Longueuil,Quebec,CA,,,,1933,4,28,,,
Claude Giroux,Hearst,Ontario,CA,,,,1988,1,12,,,
Claude Houde,Drummondville,Quebec,CA,,,CA,1947,12,16,,,
Claude Julien,Blind River,Ontario,CA,,,,1960,4,23,,,
Claude LaForge,Sorel-Tracy,Quebec,CA,,,,1936,7,1,,,
Claude Lapointe,Lachine,Quebec,CA,,,,1968,10,11,,,
Claude Larose,Hearst,Ontario,CA,,,,1942,3,2,,,
Claude Larose,Saint-Jean-sur-Richelieu,Quebec,CA,,,,1955,5,17,,,
Claude Legris,Verdun,Quebec,CA,,,,1956,11,6,,,
Claude Lemieux,Buckingham,Quebec,CA,,,,1965,7,16,,,
Claude Loiselle,Ottawa,Ontario,CA,,,,1963,5,29,,,
Claude Noël,Kirkland Lake,Ontario,CA,,,,1955,10,31,,,
Claude Pronovost,Shawinigan Falls,Quebec,CA,,,,1935,7,22,,,
Claude Provost,Montreal,Quebec,CA,Broward County,Florida,US,1933,9,17,1984,4,17
Claude Robert,Montreal,Quebec,CA,,,CA,1928,8,10,2007,1,6
Claude St. Sauveur,Saint-Hyacinthe,Quebec,CA,,,,1952,1,2,,,
Claude Verret,Lachine,Quebec,CA,,,,1963,4,20,,,
Claude Vilgrain,Port-au-Prince,,HT,,,,1963,3,1,,,
Claudio Francesco Scremin,Burnaby,British Columbia,CA,,,CA,1968,5,28,,,
Clay Wilson,Sturgeon Lake,Minnesota,US,,,,1983,4,5,,,
Clayton Beddoes,Bentley,Alberta,CA,,,,1970,11,10,,,
Clayton Pachal,Yorkton,Saskatchewan,CA,,,,1956,4,21,,,
Clayton Stoner,Port McNeill,British Columbia,CA,,,,1985,2,19,,,
Clem Loughlin,Carroll,Manitoba,CA,Viking,Alberta,CA,1892,11,15,1977,2,8
Clement Piché,Hawkesbury,Ontario,CA,Hawkesbury,Ontario,CA,1895,12,22,1982,6,12
Cleon Daskalakis,Boston,Massachusetts,US,,,,1962,9,29,,,
Cliff Barton,Sault Ste. Marie,Michigan,US,,,CA,1907,9,3,1969,9,14
Cliff Goupille,Trois-Rivières,Quebec,CA,Victoriaville,Quebec,CA,1915,9,2,2005,7,4
Cliff Koroll,Canora,Saskatchewan,CA,,,,1946,10,1,,,
Cliff Malone,Montreal,Quebec,CA,,,CA,1925,9,4,2008,10,8
Cliff McBride,Toronto,Ontario,CA,Pompano Beach,Florida,US,1909,1,1,1999,2,17
Cliff Pennington,Winnipeg,Manitoba,CA,,,CA,1940,4,18,,,
Cliff Ronning,Burnaby,British Columbia,CA,,,,1965,10,1,,,
Cliff Schmautz,Saskatoon,Saskatchewan,CA,Oregon,,US,1939,3,17,2002,2,11
Cliff Simpson,Toronto,Ontario,CA,,,CA,1923,4,4,1987,5,30
Cliff Thompson,Winchester,Massachusetts,US,,,CA,1918,12,9,1997,2,6
Clint Albright,Winnipeg,Manitoba,CA,,,,1926,2,28,1999,12,30
Clint Benedict,Ottawa,Ontario,CA,Ottawa,Ontario,CA,1892,9,25,1976,11,12
Clint Malarchuk,Grande Prairie,Alberta,CA,,,,1961,5,1,,,
Clint Smith,Assiniboia,Saskatchewan,CA,Vancouver,British Columbia,CA,1913,12,12,2009,5,19
Cody Almond,Calgary,Alberta,CA,,,,1989,7,24,,,
Cody Bass,Owen Sound,Ontario,CA,,,,1987,1,7,,,
Cody Ceci,Ottawa,Ontario,CA,,,,1993,12,21,,,
Cody Eakin,Winnipeg,Manitoba,CA,,,,1991,5,24,,,
Cody Franson,Sicamous,British Columbia,CA,,,,1987,8,8,,,
Cody Goloubef,Oakville,Ontario,CA,,,,1989,11,30,,,
Cody Hodgson,Toronto,Ontario,CA,,,,1990,2,18,,,
Cody Kunyk,Sherwood Park,Alberta,CA,,,,1990,5,20,,,
Cody McCormick,London,Ontario,CA,,,,1983,4,18,,,
Cody McLeod,Binscarth,Manitoba,CA,,,,1984,6,26,,,
Cody Rudkowsky,Willingdon,Alberta,CA,,,,1978,7,21,,,
Colby Armstrong,Lloydminster,Saskatchewan,CA,,,,1982,11,23,,,
Colby Cohen,Villanova,Pennsylvania,US,,,,1989,4,25,,,
Colby Robak,Gilbert Plains,Manitoba,CA,,,,1990,4,24,,,
Cole Jarrett,Sault Ste. Marie,Ontario,CA,,,,1983,1,4,,,
Colin Campbell,London,Ontario,CA,,,,1953,1,28,,,
Colin Chisholm,Edmonton,Alberta,CA,,,,1963,2,25,,,
Colin Forbes,New Westminster,British Columbia,CA,,,,1976,2,16,,,
Colin Fraser,Sicamous,British Columbia,CA,,,,1985,1,28,,,
Colin Greening,St. John's,Newfoundland and Labrador,CA,,,,1986,3,9,,,
Colin Hemingway,Regina,Saskatchewan,CA,,,,1980,8,12,,,
Colin McDonald,Wethersfield,Connecticut,US,,,,1984,9,30,,,
Colin Patterson,Rexdale,Ontario,CA,,,,1960,5,11,,,
Colin Smith,Edmonton,Alberta,CA,,,,1993,6,20,,,
Colin Stuart,Rochester,Minnesota,US,,,,1982,7,8,,,
Colin White,New Glasgow,Nova Scotia,CA,,,,1977,12,12,,,
Colin Wilson,Greenwich,Connecticut,US,,,,1989,10,20,,,
Colten Teubert,Surrey,British Columbia,CA,,,,1990,3,8,,,
Colton Gillies,White Rock,British Columbia,CA,,,,1989,2,12,,,
Colton Orr,Winnipeg,Manitoba,CA,,,,1982,3,3,,,
Colton Sceviour,Red Deer,Alberta,CA,,,,1989,4,20,,,
Colton Sissons,North Vancouver,British Columbia,CA,,,,1993,11,5,,,
Connie Broden,Montreal,Quebec,CA,Toronto,Ontario,CA,1932,4,6,2013,11,23
Connie Brown,Vankleek Hill,Ontario,CA,,,CA,1917,1,11,1966,6,3
Connie Dion,Saint-Rémi-de-Tingwick,Quebec,CA,Asbestos,Quebec,CA,1918,8,11,2014,11,7
Connie Forey,Montreal,Quebec,CA,,,,1950,10,18,,,
Connie Madigan,Port Arthur,Ontario,CA,,,,1934,10,4,,,
Connie Tudin,Ottawa,Ontario,CA,,,CA,1917,9,21,1988,10,24
Connor Carrick,Orland Park,Illinois,US,,,,1994,4,13,,,
Connor James,Calgary,Alberta,CA,,,,1982,8,25,,,
Connor Knapp,York,New York,US,,,,1990,5,1,,,
Connor Murphy,Boston,Massachusetts,US,,,,1993,3,26,,,
Conor Allen,Chicago,Illinois,US,,,,1990,1,31,,,
Conrad Bourcier,Montreal,Quebec,CA,Verdun,Quebec,CA,1916,5,28,1987,10,5
Cooney Weiland,Seaforth,Ontario,CA,,,CA,1904,11,5,1985,7,3
Corban Knight,Oliver,British Columbia,CA,,,,1990,9,10,,,
Corbett Denneny,Cornwall,Ontario,CA,Toronto,Ontario,CA,1894,1,25,1963,1,16
Corey Crawford,Montreal,Quebec,CA,,,,1984,12,31,,,
Corey Elkins,West Bloomfield Township,Michigan,US,,,,1985,2,23,,,
Corey Foster,Ottawa,Ontario,CA,,,,1969,10,27,,,
Corey Hirsch,Medicine Hat,Alberta,CA,,,,1972,7,1,,,
Corey Locke,Newmarket,Ontario,CA,,,,1984,5,8,,,
Corey Millen,Cloquet,Minnesota,US,,,,1964,3,30,,,
Corey Perry,Haileybury,Ontario,CA,,,,1985,5,16,,,
Corey Potter,Lansing,Michigan,US,,,,1984,1,5,,,
Corey Schwab,North Battleford,Saskatchewan,CA,,,,1970,11,4,,,
Corey Spring,Cranbrook,British Columbia,CA,,,,1971,5,31,,,
Corey Tropp,Grosse Pointe Woods,Michigan,US,,,,1989,7,25,,,
Corrado Micalef,Montreal,Quebec,CA,,,,1961,4,20,,,
Corrie D'Alessio,Cornwall,Ontario,CA,,,,1969,9,9,,,
Cory Conacher,Burlington,Ontario,CA,,,,1989,12,14,,,
Cory Cross,Lloydminster,Alberta,CA,,,CA,1971,1,3,,,
Cory Emmerton,St. Thomas,Ontario,CA,,,,1988,6,1,,,
Cory Larose,Campbellton,New Brunswick,CA,,,,1975,5,14,,,
Cory Murphy,Kanata,Ontario,CA,,,,1978,2,13,,,
Cory Sarich,Saskatoon,Saskatchewan,CA,,,,1978,8,16,,,
Cory Schneider,Marblehead,Massachusetts,US,,,,1986,3,18,,,
Cory Stillman,Peterborough,Ontario,CA,,,,1973,12,20,,,
Craig Adams,Seria,,BN,,,,1977,4,26,,,
Craig Anderson,Park Ridge,Illinois,US,,,,1981,5,21,,,
Craig Berube,Calahoo,Alberta,CA,,,,1965,12,17,,,
