name,birth_city,birth_state,birth_country,death_city,death_state,death_country,birth_year,birth_month,birth_day,death_year,death_month,death_day
Randy Manery,Leamington,Ontario,CA,,,,1949,1,10,,,
Randy McKay,Montreal,Quebec,CA,,,,1967,1,25,,,
Randy Moller,Red Deer,Alberta,CA,,,,1963,8,23,,,
Randy Osburn,Collingwood,Ontario,CA,,,,1952,11,26,,,
Randy Pierce,Arnprior,Ontario,CA,,,,1957,11,23,,,
Randy Robitaille,Ottawa,Ontario,CA,,,,1975,10,12,,,
Randy Rota,Creston,British Columbia,CA,,,CA,1950,8,16,,,
Randy Skarda,West St. Paul,Minnesota,US,,,,1968,5,5,,,
Randy Smith,Saskatoon,Saskatchewan,CA,,,,1965,7,7,,,
Randy Turnbull,Red Deer,Alberta,CA,,,,1962,2,7,,,
Randy Velischek,Montreal,Quebec,CA,,,,1962,2,10,,,
Randy Wood,Princeton,New Jersey,US,,,,1963,10,12,,,
Randy Wyrozub,Lacombe,Alberta,CA,,,,1950,4,8,,,
Raphael Diaz,Baar,,CH,,,,1986,1,9,,,
Rasmus Rissanen,Kuopio,,FI,,,,1991,7,13,,,
Rasmus Ristolainen,Turku,,FI,,,,1994,10,27,,,
Rastislav Staňa,Košice,,CZ,,,,1980,1,10,,,
Ravil Gusmanov,Naberezhnye Chelny,,RU,,,,1972,7,25,,,
Ray Allison,Cranbrook,British Columbia,CA,,,,1959,3,4,,,
Ray Barry,Revere,Massachusetts,US,,,CA,1928,10,4,,,
Ray Bourque,Saint-Laurent,Quebec,CA,,,,1960,12,28,,,
Ray Ceresino,Port Arthur,Ontario,CA,San Diego,California,US,1929,4,24,2015,5,1
Ray Cote,Pincher Creek,Alberta,CA,,,,1961,5,31,,,
Ray Cullen,St. Catharines,Ontario,CA,,,,1941,9,20,,,
Ray Emery,Hamilton,Ontario,CA,,,,1982,9,28,,,
Ray Ferraro,Trail,British Columbia,CA,,,,1964,8,23,,,
Ray Fortin,Drummondville,Quebec,CA,,,CA,1941,3,11,,,
Ray Frederick,Fort Frances,Ontario,CA,Greater Sudbury,Ontario,CA,1929,7,31,2001,8,23
Ray Gariepy,Toronto,Ontario,CA,Barrie,Ontario,CA,1928,9,4,2012,3,16
Ray Getliffe,Cambridge,Ontario,CA,London,Ontario,CA,1914,4,3,2008,6,15
Ray Hannigan,Schumacher,Ontario,CA,,,CA,1927,7,14,,,
Ray Kinsella,Ottawa,Ontario,CA,,,CA,1911,1,27,1996,4,29
Ray LeBlanc,Fitchburg,Massachusetts,US,,,,1964,10,24,,,
Ray Macias,Long Beach,California,US,,,,1986,9,18,,,
Ray Maluta,Flin Flon,Manitoba,CA,,,,1954,7,24,,,
Ray Manson,Saint Boniface,Winnipeg,CA,Winnipeg,Manitoba,CA,1926,12,3,2004,11,10
Ray Markham,Windsor,Ontario,CA,,,,1958,1,23,,,
Ray McKay,Edmonton,Alberta,CA,,,,1946,8,22,,,
Ray Neufeld,Saint Boniface,Winnipeg,CA,,,,1959,4,15,,,
Ray Podloski,Edmonton,Alberta,CA,,,,1966,1,5,,,
Ray Powell,Timmins,Ontario,CA,,,CA,1925,11,16,1999,9,30
Ray Schultz,Red Deer,Alberta,CA,,,,1976,11,14,,,
Ray Sheppard,Pembroke,Ontario,CA,,,,1966,5,27,,,
Ray Staszak,Philadelphia,Pennsylvania,US,,,,1962,12,1,,,
Ray Timgren,Windsor,Ontario,CA,,,CA,1928,9,29,1999,11,25
Ray Whitney,Fort Saskatchewan,Alberta,CA,,,,1972,5,8,,,
Raymie Skilton,Cambridge,Massachusetts,US,,,,1889,9,26,1961,7,1
Raymond Giroux,North Bay,Ontario,CA,,,,1976,7,20,,,
Raymond Sawada,Richmond,British Columbia,CA,,,,1985,2,19,,,
Réal Chevrefils,Timmins,Ontario,CA,Windsor,Ontario,CA,1932,5,2,1981,1,8
Réal Cloutier,Saint-Émile,Quebec,CA,,,,1956,6,30,,,
Réal Lemieux,Victoriaville,Quebec,CA,,,CA,1945,1,3,1975,10,25
Red Anderson,Tillsonburg,Ontario,CA,,,CA,1910,12,13,1991,6,16
Red Armstrong,Owen Sound,Ontario,CA,Sault Ste. Marie,Ontario,CA,1938,10,17,1974,7,23
Red Berenson,Regina,Saskatchewan,CA,,,,1939,12,8,,,
Red Carr,Winnipeg,Manitoba,CA,,,CA,1916,12,29,1990,5,16
Red Conn,Hartney,Manitoba,CA,,,CA,1904,10,25,1964,7,19
Red Dutton,Russell,Manitoba,CA,Calgary,Alberta,CA,1897,7,23,1987,3,15
Red Green,Greater Sudbury,Ontario,CA,,,CA,1889,12,12,1966,7,25
Red Hamill,Toronto,Ontario,CA,,,CA,1917,1,11,1985,12,16
Red Heron,Toronto,Ontario,CA,,,CA,1917,12,31,1990,12,14
Red Horner,Lynden,Ontario,CA,Toronto,Ontario,CA,1909,5,28,2005,4,27
Red Jackson,Instock,England,GB,Winnipeg,Manitoba,CA,1908,6,3,1982,10,6
Red Kelly,Simcoe,Ontario,CA,,,,1927,7,9,,,
Red Mitchell,Toronto,Ontario,CA,,,CA,1912,9,6,1984,12,12
Red Spooner,Port Arthur,Ontario,CA,,,CA,1910,8,24,1984,5,7
Reed Larson,Minneapolis,Minnesota,US,,,,1956,7,30,,,
Reed Low,Moose Jaw,Saskatchewan,CA,,,,1976,6,21,,,
Reg Abbott,Winnipeg,Manitoba,CA,,,,1930,2,4,,,
Reg Bentley,Delisle,Saskatchewan,CA,Red Deer,Alberta,CA,1914,5,3,1980,9,1
Reg Fleming,Montreal,Quebec,CA,Arlington Heights,Illinois,US,1936,4,21,2009,7,11
Reg Hamilton,Toronto,Ontario,CA,,,CA,1914,4,29,1991,6,12
Reg Kerr,Oxbow,Saskatchewan,CA,,,,1957,10,16,,,
Reg Noble,Collingwood,Ontario,CA,,,CA,1895,6,23,1962,1,19
Reg Reid,Seaforth,Ontario,CA,,,CA,1899,2,17,1986,1,14
Reg Sinclair,Lachine,Quebec,CA,Quispamsis,New Brunswick,CA,1925,3,6,2013,11,14
Reg Thomas,Lambeth,Ontario,CA,,,,1953,4,21,,,
Reggie Leach,Riverton,Manitoba,CA,,,,1950,4,23,,,
Reggie Mackey,North Gower Township,Ontario,CA,Calgary,Alberta,CA,1899,5,7,1966,2,26
Reggie Savage,Montreal,Quebec,CA,,,,1970,5,1,,,
"Regis ""Pep"" Kelly",North Bay,Ontario,CA,,,CA,1914,1,9,1990,8,22
Reid Bailey,Toronto,Ontario,CA,,,,1956,5,28,,,
Reid Boucher,Grand Ledge,Michigan,US,,,,1993,9,8,,,
Reid Simpson,Flin Flon,Manitoba,CA,,,,1969,5,21,,,
Reijo Ruotsalainen,Oulu,,FI,,,,1960,4,1,,,
Reilly Smith,Etobicoke,Ontario,CA,,,,1991,4,1,,,
Reinhard Divis,Vienna,,AT,,,,1975,7,4,,,
Réjean Cloutier,Windsor,Quebec,CA,,,,1960,2,15,,,
Réjean Houle,Rouyn-Noranda,Quebec,CA,,,CA,1949,10,25,,,
Réjean Lemelin,Quebec City,Quebec,CA,,,,1954,11,19,,,
Rem Murray,Stratford,Ontario,CA,,,,1972,10,9,,,
Rémi Royer,Donnacona,Quebec,CA,,,,1978,2,12,,,
René Boileau,Pointe-Claire,Quebec,CA,Montreal,Quebec,CA,1904,5,18,1969,6,9
Rene Bourque,Lac La Biche,Alberta,CA,,,,1981,12,10,,,
Rene Chapdelaine,Weyburn,Saskatchewan,CA,,,,1966,9,27,,,
René Corbet,Victoriaville,Quebec,CA,,,,1973,6,25,,,
René Drolet,Quebec City,Quebec,CA,,,,1944,11,13,,,
Rene Lafleur,Ottawa,Ontario,CA,,,,1899,3,21,1968,11,26
Rene LeClerc,Vanier,Quebec,CA,,,,1947,11,12,,,
René Robert,Trois-Rivières,Quebec,CA,,,,1948,12,31,,,
Rene Trudell,Transcona,Winnipeg,CA,,,CA,1919,1,31,1984,7,25
Rennison Manners,Ottawa,Ontario,CA,,,CA,1904,2,5,1944,12,26
Reto Berra,Bülach,,CH,,,,1987,1,3,,,
Reto Von Arx,Biel,Bienne,CH,,,,1976,9,13,,,
Rey Comeau,Montreal,Quebec,CA,,,CA,1948,10,25,,,
Rhett Rakhshani,Orange,California,US,,,,1988,3,6,,,
Rhett Warrener,Shaunavon,Saskatchewan,CA,,,,1976,1,27,,,
Rhys Thompson,Toronto,Ontario,CA,,,CA,1918,8,9,1993,10,12
Ric Jackman,Toronto,Ontario,CA,,,,1978,6,28,,,
Ric Nattress,Hamilton,Ontario,CA,,,,1962,5,25,,,
Ric Seiling,Elmira,Ontario,CA,,,,1957,12,15,,,
Ricard Persson,Östersund,,SE,,,,1969,8,24,,,
Rich Brennan,Schenectady,New York,US,,,,1972,11,26,,,
Rich Chernomaz,Selkirk,Manitoba,CA,,,,1963,9,1,,,
Rich Costello,Framingham,Massachusetts,US,,,,1963,6,27,,,
Rich Healey,Vancouver,British Columbia,CA,,,CA,1938,3,12,,,
Rich LeDuc,L'Île-Perrot,Quebec,CA,,,CA,1951,8,24,,,
Rich Nantais,Repentigny,Quebec,CA,,,,1954,10,27,,,
Rich Parent,Montreal,Quebec,CA,,,,1973,1,12,,,
Rich Peverley,Guelph,Ontario,CA,,,,1982,7,8,,,
Rich Pilon,Saskatoon,Saskatchewan,CA,,,,1968,4,30,,,
Rich Preston,Regina,Saskatchewan,CA,,,,1952,5,22,,,
Rich Sutter,Viking,Alberta,CA,,,,1963,12,2,,,
Richard Bachman,Salt Lake City,Utah,US,,,,1987,7,25,,,
Richard Brodeur,Longueuil,Quebec,CA,,,,1952,9,15,,,
Richard Clune,Toronto,Ontario,CA,,,,1987,4,25,,,
Richard David,Notre-Dame-de-la-Salette,Quebec,CA,,,,1958,4,8,,,
Richard Grenier,Montreal,Quebec,CA,,,,1952,9,18,,,
Richard Hajdu,Duncan,British Columbia,CA,,,,1965,5,10,,,
Richard Kromm,Trail,British Columbia,CA,,,,1964,3,29,,,
Richard Lemieux,Témiscaming,Quebec,CA,,,CA,1951,4,19,,,
Richard Lintner,Trenčín,,CZ,,,,1977,11,15,,,
Richard Matvichuk,Edmonton,Alberta,CA,,,,1973,2,5,,,
Richard Mulhern,Edmonton,Alberta,CA,,,,1955,3,1,,,
Richard Pánik,Martin,,SK,,,,1991,2,7,,,
Richard Park,Seoul,South Korea,KW,,,,1976,5,27,,,
Richard Petiot,Daysland,Alberta,CA,,,,1982,8,20,,,
Richard Scott,Orillia,Ontario,CA,,,,1978,8,1,,,
Richard Sévigny,Montreal,Quebec,CA,,,,1957,4,11,,,
Richard Shulmistra,Greater Sudbury,Ontario,CA,,,,1971,4,1,,,
Richard Šmehlík,Ostrava,,CZ,,,,1970,1,23,,,
Richard Zedník,Banská Bystrica,,CZ,,,,1976,1,6,,,
Richard Zemlak,Wynyard,Saskatchewan,CA,,,,1963,3,3,,,
Richie Dunn,Boston,Massachusetts,US,,,,1957,5,12,,,
Richie Hansen,Northport,New York,US,,,,1955,10,30,,,
Richie Regehr,Bandung,,ID,,,,1983,1,17,,,
Rick Adduono,Fort William,Ontario,CA,,,,1955,1,25,,,
Rick Bennett,Springfield,Massachusetts,US,,,,1967,7,24,,,
Rick Berry,Birtle,Manitoba,CA,,,,1978,11,4,,,
Rick Blight,Portage la Prairie,Manitoba,CA,Portage la Prairie,Manitoba,CA,1955,10,17,2005,4,3
Rick Boh,Kamloops,British Columbia,CA,,,,1964,5,18,,,
Rick Bourbonnais,Toronto,Ontario,CA,,,,1955,4,20,,,
Rick Bowness,Moncton,New Brunswick,CA,,,,1955,1,25,,,
Rick Bragnalo,Fort William,Ontario,CA,,,,1951,12,1,,,
Rick Chartraw,Caracas,,VE,,,CA,1954,7,13,,,
Rick Chinnick,Chatham-Kent,Ontario,CA,,,,1953,8,15,,,
Rick DiPietro,Winthrop,Massachusetts,US,,,,1981,9,19,,,
Rick Dudley,Toronto,Ontario,CA,,,,1949,1,31,,,
Rick Foley,Niagara Falls,Ontario,CA,Burlington,Ontario,CA,1945,9,22,2015,9,29
Rick Green,Belleville,Ontario,CA,,,,1956,2,20,,,
Rick Hampton,Toronto,Ontario,CA,,,,1956,7,14,,,
Rick Hayward,Toledo,Ohio,US,,,,1966,2,25,,,
Rick Heinz,Essex,Ontario,CA,,,,1955,5,30,,,
Rick Hodgson,Medicine Hat,Alberta,CA,,,,1956,5,23,,,
Rick Jodzio,Edmonton,Alberta,CA,,,CA,1954,6,3,,,
Rick Kehoe,Windsor,Ontario,CA,,,CA,1951,7,15,,,
Rick Kessell,Toronto,Ontario,CA,,,,1949,7,27,,,
Rick Knickle,Chatham,New Brunswick,CA,,,,1960,2,26,,,
Rick LaFerriere,Hawkesbury,Ontario,CA,,,,1961,1,3,,,
Rick Lanz,Karlovy Vary,,CZ,,,,1961,9,16,,,
Rick Lapointe,Victoria,British Columbia,CA,Victoria,British Columbia,CA,1955,8,2,1999,10,17
Rick Lessard,Timmins,Ontario,CA,,,,1968,1,9,,,
Rick Ley,Orillia,Ontario,CA,,,,1948,11,2,,,
Rick MacLeish,Cannington,Ontario,CA,Philadelphia,Pennsylvania,US,1950,1,3,2016,5,30
Rick Martin,Verdun,Quebec,CA,Clarence,New York,US,1951,7,26,2011,3,13
Rick McCann,Hamilton,Ontario,CA,London,Ontario,CA,1944,5,27,2013,9,3
Rick Meagher,Belleville,Ontario,CA,,,,1953,11,2,,,
Rick Middleton,Toronto,Ontario,CA,,,,1953,12,4,,,
Rick Mrozik,Duluth,Minnesota,US,,,,1975,1,2,,,
Rick Nash,Brampton,Ontario,CA,,,,1984,6,16,,,
Rick Newell,Winnipeg,Manitoba,CA,,,CA,1948,2,18,,,
Rick Paterson,Kingston,Ontario,CA,,,,1958,2,10,,,
Rick Rypien,Blairmore,Alberta,CA,Crowsnest Pass,Alberta,CA,1984,5,16,2011,8,15
Rick Shinske,Weyburn,Saskatchewan,CA,Victoria,British Columbia,CA,1955,5,31,2012,10,23
Rick Smith,Kingston,Ontario,CA,,,,1948,6,29,,,
Rick St. Croix,Kenora,Ontario,CA,,,,1955,1,3,,,
Rick Tabaracci,Toronto,Ontario,CA,,,,1969,1,2,,,
Rick Tocchet,Scarborough,Toronto,CA,,,,1964,4,9,,,
Rick Vaive,Ottawa,Ontario,CA,,,,1959,5,14,,,
Rick Vasko,St. Catharines,Ontario,CA,,,,1957,1,12,,,
Rick Wamsley,Simcoe,Ontario,CA,,,,1959,5,25,,,
Rick Wilson,Prince Albert,Saskatchewan,CA,,,,1950,8,10,,,
Rick Zombo,Des Plaines,Illinois,US,,,,1963,5,8,,,
Rickard Rakell,Sollentuna Municipality,,SE,,,,1993,5,5,,,
Rickard Wallin,Stockholm,,SE,,,,1980,4,9,,,
Rico Fata,Sault Ste. Marie,Ontario,CA,,,,1980,2,12,,,
Rik Wilson,Long Beach,California,US,St. Louis,Missouri,US,1962,6,17,2016,1,22
Riku Hahl,Hämeenlinna,,FI,,,,1980,11,1,,,
Riku Helenius,Pälkäne,,FI,,,,1988,3,1,,,
Riley Armstrong,Saskatoon,Saskatchewan,CA,,,,1984,11,8,,,
Riley Cote,Winnipeg,Manitoba,CA,,,,1982,3,16,,,
Riley Nash,Consort,Alberta,CA,,,,1989,5,9,,,
Riley Sheahan,St. Catharines,Ontario,CA,,,CA,1991,12,7,,,
Risto Jalo,Humppila,,FI,,,,1962,7,18,,,
Risto Siltanen,Mänttä,,FI,,,,1958,10,31,,,
Rob Blake,Simcoe,Ontario,CA,,,,1969,12,10,,,
Rob Brown,Kingston,Ontario,CA,,,,1968,4,10,,,
Rob Collins,Peterborough,Ontario,CA,,,,1978,3,15,,,
Rob Conn,Calgary,Alberta,CA,,,,1968,9,3,,,
Rob Cowie,Willowdale,Toronto,CA,,,,1967,11,3,,,
Rob Davison,St. Catharines,Ontario,CA,,,,1980,5,1,,,
Rob DiMaio,Calgary,Alberta,CA,,,,1968,2,19,,,
Rob Dopson,Smiths Falls,Ontario,CA,,,,1967,8,21,,,
Rob Flockhart,Sicamous,British Columbia,CA,,,,1956,2,6,,,
Rob Garner,Weston,Toronto,CA,,,,1958,8,17,,,
Rob Gaudreau,Cranston,Rhode Island,US,,,,1970,1,20,,,
Rob Globke,Farmington,Michigan,US,,,,1982,10,24,,,
Rob Klinkhammer,Lethbridge,Alberta,CA,,,,1986,8,12,,,
Rob Laird,Regina,Saskatchewan,CA,,,,1954,12,29,,,
Rob McClanahan,Saint Paul,Minnesota,US,,,,1958,1,9,,,
Rob McVicar,Hay River,Northwest Territories,CA,,,,1982,1,15,,,
Rob Murphy,Hull,Quebec,CA,,,,1969,4,7,,,
Rob Murray,Toronto,Ontario,CA,,,,1967,4,4,,,
Rob Niedermayer,Cassiar,British Columbia,CA,,,,1974,12,28,,,
Rob Palmer,Detroit,Michigan,US,,,,1952,10,2,,,
Rob Palmer,Sarnia,Ontario,CA,,,,1956,9,10,,,
Rob Pearson,Oshawa,Ontario,CA,,,,1971,3,8,,,
Rob Ramage,Byron,Ontario,CA,,,,1959,1,11,,,
Rob Ray,Stirling-Rawdon,Ontario,CA,,,,1968,6,8,,,
Rob Robinson,St. Catharines,Ontario,CA,,,,1967,4,19,,,
Rob Schremp,Fulton,New York,US,,,,1986,7,1,,,
Rob Scuderi,Syosset,New York,US,,,,1978,12,30,,,
Rob Shearer,Kitchener,Ontario,CA,,,,1976,10,19,,,
Rob Skrlac,Port McNeill,British Columbia,CA,,,,1976,6,10,,,
Rob Tallas,Edmonton,Alberta,CA,,,,1973,3,20,,,
Rob Tudor,Cupar,Saskatchewan,CA,,,,1956,6,30,,,
Rob Valicevic,Detroit,Michigan,US,,,,1971,1,6,,,
Rob Whistle,Thunder Bay,Ontario,CA,,,,1961,4,4,,,
Rob Zamuner,Oakville,Ontario,CA,,,,1969,9,17,,,
Rob Zepp,Newmarket,Ontario,CA,,,,1981,9,7,,,
Rob Zettler,Sept-Îles,Quebec,CA,,,,1968,3,8,,,
Robb Gordon,Murrayville,British Columbia,CA,,,,1976,1,13,,,
Robb Stauber,Duluth,Minnesota,US,,,CA,1967,11,25,,,
Robbie Earl,Chicago,Illinois,US,,,,1985,6,2,,,
Robbie Ftorek,Needham,Massachusetts,US,,,,1952,1,2,,,
Robbie Irons,Toronto,Ontario,CA,,,,1946,11,19,,,
Robbie Moore,Sarnia,Ontario,CA,,,,1954,5,3,,,
Robert Benson,Winnipeg,Manitoba,CA,Winnipeg,Manitoba,CA,1894,5,18,1965,9,7
Robert Bortuzzo,Thunder Bay,Ontario,CA,,,,1989,3,18,,,
Robert Boucher,Ottawa,Ontario,CA,,,CA,1904,2,14,1931,6,10
Robert Burakovsky,Malmö,,SE,,,,1966,11,24,,,
Robert Cimetta,Toronto,Ontario,CA,,,,1970,2,15,,,
Robert Dirk,Regina,Saskatchewan,CA,,,,1966,8,20,,,
Róbert Döme,Senica,,CZ,,,,1979,1,29,,,
Robert Esche,Whitesboro,New York,US,,,,1978,1,22,,,
Robert Guindon,Labelle,Quebec,CA,,,,1950,11,19,,,
Robert Holland,Montreal,Quebec,CA,,,,1957,9,10,,,
Robert Kabel,Dauphin,Manitoba,CA,,,CA,1934,11,11,,,
Robert Kron,Brno,,CZ,,,,1967,2,27,,,
Robert Lang,Teplice,,CZ,,,,1970,12,19,,,
Robert Nilsson,Calgary,Alberta,CA,,,,1985,1,10,,,
Robert Nordmark,Kalix,,SE,,,,1962,8,20,,,
Róbert Petrovický,Košice,,CZ,,,,1973,10,26,,,
Robert Picard,Montreal,Quebec,CA,,,,1957,5,25,,,
Robert Plumb,Kingston,Ontario,CA,,,,1957,8,29,,,
Robert Reichel,Litvínov,,CZ,,,,1971,6,25,,,
Robert Schnabel,Prague,,CZ,,,,1978,11,10,,,
Róbert Švehla,Martin,,SK,,,,1969,1,2,,,
Roberto Luongo,Montreal,Quebec,CA,,,,1979,4,4,,,
Roberto Romano,Montreal,Quebec,CA,,,,1962,10,10,,,
Robin Bartel,Drake,Saskatchewan,CA,,,,1961,5,16,,,
Robin Bawa,Duncan,British Columbia,CA,,,,1966,3,26,,,
Robin Burns,Montreal,Quebec,CA,,,,1946,8,27,,,
Robin Lehner,Gothenburg,,SE,,,,1991,7,24,,,
Robyn Regehr,Recife,,BR,,,,1980,4,19,,,
Rocky Dundas,Regina,Saskatchewan,CA,,,,1967,1,30,,,
Rocky Farr,Toronto,Ontario,CA,,,,1947,4,7,,,
Rocky Saganiuk,Myrnam,Alberta,CA,,,,1957,10,15,,,
Rocky Thompson,Calgary,Alberta,CA,,,,1977,8,8,,,
Rocky Trottier,Climax,Saskatchewan,CA,,,,1964,4,11,,,
Rod Brind'Amour,Ottawa,Ontario,CA,,,,1970,8,9,,,
Rod Buskas,Wetaskiwin,Alberta,CA,,,,1961,1,7,,,
Rod Dallman,Prince Albert,Saskatchewan,CA,,,,1967,1,26,,,
Rod Gilbert,Montreal,Quebec,CA,,,,1941,7,1,,,
Rod Graham,London,Ontario,CA,,,CA,1946,8,19,,,
Rod Langway,Taipei,,TW,,,,1957,5,3,,,
Rod Lorrain,Buckingham,Quebec,CA,,,CA,1914,7,26,1980,10,22
Rod Morrison,Saskatoon,Saskatchewan,CA,,,CA,1925,10,7,1998,10,10
Rod Norrish,Saskatoon,Saskatchewan,CA,,,CA,1951,11,27,,,
Rod Pelley,Kitimat,British Columbia,CA,,,,1984,9,1,,,
Rod Schutt,Bancroft,Ontario,CA,,,,1956,10,13,,,
Rod Seiling,Elmira,Ontario,CA,,,,1944,11,14,,,
Rod Smylie,Toronto,Ontario,CA,Toronto,Ontario,CA,1895,9,28,1985,3,4
Rod Willard,Temiskaming Shores,Ontario,CA,,,,1960,5,1,,,
Rod Zaine,Ottawa,Ontario,CA,,,,1946,5,18,,,
Rodger Smith,Ottawa,Ontario,CA,,,CA,1896,7,26,1935,1,31
Roger Belanger,St. Catharines,Ontario,CA,Welland,Ontario,CA,1965,12,1,2011,9,16
Roger Cormier,Montreal,Quebec,CA,,,CA,1905,3,23,1971,2,9
Roger Crozier,Bracebridge,Ontario,CA,Wilmington,Delaware,US,1942,3,16,1996,1,11
Roger Hägglund,Umeå,,SE,,,SE,1961,7,2,1992,6,6
Roger Jenkins,Appleton,Wisconsin,US,,,,1911,11,18,1994,5,4
Roger Johansson,Ljungby,,SE,,,,1967,4,17,,,
Roger Kortko,Rosthern,Saskatchewan,CA,,,,1963,2,1,,,
Roger Lafreniere,Montreal,Quebec,CA,,,CA,1942,7,24,2009,6,22
Roger Leger,Rivière-Rouge,Quebec,CA,,,CA,1919,3,26,1965,4,7
Roger Lemelin,Iroquois Falls,Ontario,CA,,,,1954,2,6,,,
Roger Melin,Enköping,,SE,,,,1956,4,25,,,
Roger Pelletier,Montreal,Quebec,CA,,,,1945,6,22,,,
Roger Picard,Montreal,Quebec,CA,,,CA,1933,1,13,,,
Roger Wilson,Greater Sudbury,Ontario,CA,,,,1946,9,18,,,
Rogie Vachon,Palmarolle,Quebec,CA,,,,1945,9,8,,,
Roland Cloutier,Rouyn-Noranda,Quebec,CA,,,,1957,10,6,,,
Roland Eriksson,Borlänge Municipality,,SE,,,,1954,3,1,,,
Roland Melanson,Moncton,New Brunswick,CA,,,,1960,6,28,,,
Roland Paulhus,Sorel-Tracy,Quebec,CA,Alma,Quebec,CA,1901,9,1,1964,12,30
Roland Stoltz,,,SE,,,,1954,8,15,,,
Rolf Edberg,Stockholm,,SE,,,,1950,9,29,,,
Rollie Boutin,Westlock,Alberta,CA,,,,1957,11,6,,,
Rollie McLenahan,Fredericton,New Brunswick,CA,,,CA,1921,10,26,1984,4,23
Rollie Rousseau,Montreal,Quebec,CA,,,CA,1929,12,8,2010,10,13
Rolly Huard,Ottawa,Ontario,CA,near Maniwaki,Quebec,CA,1902,9,6,1979,9,16
Rolly Roulston,Toronto,Ontario,CA,,,CA,1911,4,12,1983,4,24
Roman Čechmánek,Zlín,,CZ,,,,1971,3,2,,,
Roman Červenka,Prague,,CZ,,,,1985,12,10,,,
Roman Hamrlík,Zlín,,CZ,,,,1974,4,12,,,
Roman Josi,Bern,,CH,,,,1990,6,1,,,
Roman Lyashenko,Murmansk,,RU,Antalya,,TR,1979,5,1,2003,7,7
Roman Oksiuta,Murmansk,,RU,,,,1970,8,21,,,
Roman Polák,Ostrava,,CZ,,,,1986,4,28,,,
Roman Šimíček,Ostrava,,CZ,,,,1971,11,4,,,
Roman Turek,Strakonice,,CZ,,,,1970,5,21,,,
Roman Tvrdoň,Trenčín,,CZ,,,,1981,1,29,,,
Roman Vopat,Litvínov,,CZ,,,,1976,4,21,,,
Roman Wick,Zuzwil,St. Gallen,CH,,,,1985,12,30,,,
Ron Anderson,Red Deer,Alberta,CA,,,,1945,7,29,,,
Ron Anderson,Moncton,New Brunswick,CA,,,,1950,1,21,,,
Ron Andruff,Port Alberni,British Columbia,CA,,,,1953,7,10,,,
Ron Areshenkoff,Grand Forks,British Columbia,CA,,,,1957,6,13,,,
Ron Attwell,Humber Summit,Ontario,CA,,,,1935,2,9,,,
Ron Boehm,Saskatoon,Saskatchewan,CA,,,,1943,8,14,,,
Ron Buchanan,Montrea,Quebec,CA,,,,1944,11,15,,,
Ron Busniuk,Fort William,Ontario,CA,,,,1948,8,13,,,
Ron Carter,Montreal,Quebec,CA,,,,1958,3,14,,,
Ron Chipperfield,Brandon,Manitoba,CA,,,,1954,3,28,,,
Ron Delorme,North Battleford,Saskatchewan,CA,,,,1955,9,3,,,
Ron Duguay,Greater Sudbury,Ontario,CA,,,,1957,7,6,,,
Ron Ellis,Lindsay,Ontario,CA,,,,1945,1,8,,,
Ron Fischer,Merritt,British Columbia,CA,,,,1959,4,12,,,
Ron Flockhart,Smithers,British Columbia,CA,,,,1960,10,10,,,
Ron Francis,Sault Ste. Marie,Ontario,CA,,,,1963,3,1,,,
Ron Friest,Windsor,Ontario,CA,,,,1958,11,4,,,
Ron Grahame,Victoria,British Columbia,CA,,,,1950,6,7,,,
Ron Greschner,Goodsoil,Saskatchewan,CA,,,,1954,12,22,,,
Ron Hainsey,Bolton,Connecticut,US,,,,1981,3,24,,,
Ron Handy,Toronto,Ontario,CA,,,,1963,1,15,,,
Ron Harris,Verdun,Quebec,CA,,,,1942,6,30,,,
Ron Hextall,Brandon,Manitoba,CA,,,,1964,5,3,,,
Ron Homenuke,Hazelton,British Columbia,CA,,,,1952,1,5,,,
Ron Hoover,Oakville,Ontario,CA,,,,1966,10,28,,,
Ron Howell,Hamilton,Ontario,CA,Hamilton,Ontario,CA,1935,12,4,1992,3,16
Ron Hudson,Timmins,Ontario,CA,,,CA,1911,7,14,1984,10,11
Ron Hurst,Toronto,Ontario,CA,,,CA,1931,5,18,,,
Ron Huston,Manitou,Manitoba,CA,,,,1945,4,8,,,
Ron Hutchinson,Flin Flon,Manitoba,CA,,,CA,1936,10,24,,,
Ron Ingram,Toronto,Ontario,CA,,,CA,1933,7,5,1988,6,30
Ron Jones,Vermilion,Alberta,CA,,,,1951,4,11,,,
Ron Lalonde,Toronto,Ontario,CA,,,CA,1952,10,30,,,
Ron Loustel,Winnipeg,Manitoba,CA,,,,1962,3,7,,,
Ron Low,Birtle,Manitoba,CA,,,CA,1950,6,21,,,
Ron Lyons,Portage la Prairie,Manitoba,CA,,,CA,1908,2,15,1942,2,5
Ron Meighan,Montreal,Quebec,CA,,,,1963,5,26,,,
Ron Moffat,Westhope,North Dakota,US,,,CA,1905,8,21,1960,8,19
Ron Murphy,Hamilton,Ontario,CA,,,CA,1933,4,10,2014,3,6
Ron Plumb,Kingston,Ontario,CA,,,,1950,7,17,,,
Ron Schock,Chapleau,Ontario,CA,,,,1943,12,19,,,
Ron Scott,Guelph,Ontario,CA,,,,1960,7,21,,,
Ron Sedlbauer,Burlington,Ontario,CA,,,,1954,10,22,,,
