name,birth_city,birth_state,birth_country,death_city,death_state,death_country,birth_year,birth_month,birth_day,death_year,death_month,death_day
Lance Allred,Pinesdale,Montana,US,,,,1981,2,2,,,
Marcus Banks,Las Vegas,Nevada,US,,,,1981,11,19,,,
Brandin Knight,Livingston,New Jersey,US,,,,1981,12,16,,,
Jay Williams,Plainfield,New Jersey,US,,,,1981,9,10,,,
Kasib Powell,Teaneck,New Jersey,US,,,,1981,3,18,,,
Kenny Satterfield,New York City,New York,US,,,,1981,4,10,,,
Royal Ivey,Harlem,New York,US,,,,1981,12,20,,,
Smush Parker,Brooklyn,New York,US,,,,1981,6,1,,,
Matt Freije,Bismarck,North Dakota,US,,,,1981,10,2,,,
John Edwards,Warren,Ohio,US,,,,1981,7,31,,,
Luke Jackson,Eugene,Oregon,US,,,,1981,11,6,,,
Olumide Oyedeji,Ibadan,Oyo State,NG,,,,1981,5,11,,,
Qyntel Woods,Memphis,Tennessee,US,,,,1981,2,16,,,
Vincent Yarbrough,Cleveland,Tennessee,US,,,,1981,3,21,,,
Alton Ford,Houston,Texas,US,,,,1981,5,29,,,
Quinton Ross,Dallas,Texas,US,,,,1981,4,30,,,
Carlos Boozer,Aschaffenburg,West Germany,DE,,,,1981,11,20,,,
Reece Gaines,Madison,Wisconsin,US,,,,1981,1,7,,,
Luis Flores,San Pedro de Macoris,,DO,,,,1981,4,11,,,
Andreas Glyniadakis,Chania,,GR,,,,1981,8,26,,,
Samuel Dalembert,Port-au-Prince,,GT,,,,1981,5,10,,,
Andrei Kirilenko,Izhevsk,,RU,,,,1981,2,18,,,
Pape Sow,Dakar,,SN,,,,1981,11,22,,,
Žarko Čabarkapa,Zrenjanin,,RS,,,,1981,5,21,,,
José Calderón,Villanueva de la Serena,,ES,,,,1981,9,28,,,
Francisco García,,,US,,,,1981,12,31,,,
Donell Taylor,Montgomery,Alabama,US,,,,1982,7,26,,,
Gerald Wallace,Sylacauga,Alabama,US,,,,1982,7,23,,,
Lou Amundson,Ventura,California,US,,,,1982,12,7,,,
Tyson Chandler,Hanford,California,US,,,,1982,10,2,,,
Ryan Gomes,Waterbury,Connecticut,US,,,,1982,9,1,,,
James White,Washington,D.C.,US,,,,1982,10,21,,,
John Lucas III,Washington,D.C.,US,,,,1982,11,21,,,
Mike Sweetney,Washington,D.C.,US,,,,1982,10,25,,,
Sharrod Ford,Washington,D.C.,US,,,,1982,9,9,,,
Joey Graham,Wilmington,Delaware,US,,,,1982,6,11,,,
Stephen Graham,Wilmington,Delaware,US,,,,1982,6,11,,,
Amar'e Stoudemire,Lake Wales,Florida,US,,,,1982,11,16,,,
Emeka Okafor,Miami,Florida,US,,,,1982,9,28,,,
Gilbert Arenas,Tampa,Florida,US,,,,1982,1,6,,,
Orien Greene,Gainesville,Florida,US,,,,1982,2,4,,,
Gerald Fitch,Columbus,Georgia,US,,,,1982,8,12,,,
Rashad Wright,Statesboro,Georgia,US,,,,1982,3,17,,,
Mickaël Piétrus,Les Abymes,Guadeloupe,FR,,,,1982,2,7,,,
Dwyane Wade,Chicago,Illinois,US,,,,1982,1,17,,,
Eddy Curry,Harvey,Illinois,US,,,,1982,12,5,,,
Luther Head,Chicago,Illinois,US,,,,1982,11,26,,,
Renaldo Major,Chicago,Illinois,US,,,,1982,5,7,,,
Tony Allen,Chicago,Illinois,US,,,,1982,1,11,,,
Chris Duhon,Mamou,Louisiana,US,,,,1982,8,31,,,
Chris Kaman,Grand Rapids,Michigan,US,,,,1982,4,28,,,
Robert Whaley,Benton Harbor,Michigan,US,,,,1982,4,16,,,
"Walker Russell, Jr.",Pontiac,Michigan,US,,,,1982,10,6,,,
Alan Anderson,Minneapolis,Minnesota,US,,,,1982,10,16,,,
Justin Reed,Jackson,Mississippi,US,,,,1982,1,16,,,
Mo Williams,Jackson,Mississippi,US,,,,1982,12,19,,,
Andre Barrett,The Bronx,New York,US,,,,1982,2,21,,,
Omar Cook,Brooklyn,New York,US,,,,1982,1,28,,,
Chris Wilcox,Whiteville,North Carolina,US,,,,1982,9,3,,,
Devin Green,Columbus,Ohio,US,,,,1982,10,25,,,
Erik Daniels,Cincinnati,Ohio,US,,,,1982,4,1,,,
Salim Stoudamire,Portland,Oregon,US,,,,1982,10,11,,,
Will Conroy,Portland,Oregon,US,,,,1982,12,8,,,
Eddie Griffin,Philadelphia,Pennsylvania,US,Houston,Texas,US,1982,5,30,2007,8,17
Hakim Warrick,Philadelphia,Pennsylvania,US,,,,1982,7,8,,,
Jameer Nelson,Chester,Pennsylvania,US,,,,1982,2,9,,,
Matt Walsh,Holland,Pennsylvania,US,,,,1982,12,2,,,
Joel Anthony,Montreal,Quebec,CA,,,,1982,8,9,,,
Luke Schenscher,Hope Forest,South Australia,AU,,,,1982,12,31,,,
Kwame Brown,Charleston,South Carolina,US,,,,1982,3,10,,,
Jared Reiner,Mitchell,South Dakota,US,,,,1982,4,8,,,
Deng Gai,Wau,South Sudan,SD,,,,1982,3,22,,,
David Harrison,Nashville,Tennessee,US,,,,1982,8,15,,,
Andre Emmett,Dallas,Texas,US,,,,1982,8,27,,,
Ivan McFarlin,Missouri City,Texas,US,,,,1982,4,26,,,
Lawrence Roberts,Houston,Texas,US,,,,1982,10,20,,,
Boris Diaw,Cormeilles-en-Parisis,Val-d'Oise,FR,,,,1982,4,16,,,
Travis Diener,Fond du Lac,Wisconsin,US,,,,1982,3,1,,,
Carlos Delfino,Santa Fe,,AR,,,,1982,8,29,,,
Tony Parker,Bruges,,BE,,,,1982,5,17,,,
Zoran Planinić,Mostar,,BA,,,,1982,9,12,,,
Anderson Varejão,Colatina,,BR,,,,1982,9,28,,,
Leandro Barbosa,São Paulo,,BR,,,,1982,11,28,,,
Nenê,São Carlos,,BR,,,,1982,9,13,,,
Yakhouba Diawara,Paris,,FR,,,,1982,8,29,,,
Stéphane Lasme,Port-Gentil,,GA,,,,1982,12,17,,,
Vassilis Spanoulis,Larissa,,GR,,,,1982,8,7,,,
Rawle Marshall,Georgetown,,GY,,,,1982,2,20,,,
Pero Antić,Skopje,,MK,,,,1982,7,29,,,
DeSagana Diop,Dakar,,SN,,,,1982,1,30,,,
Beno Udrih,Celje,,SI,,,,1982,7,5,,,
Victor Khryapa,Kiev,,UA,,,,1982,8,3,,,
James Lang,Mobile,Alabama,US,,,,1983,10,17,,,
Larry Owens,Mesa,Arizona,US,,,,1983,1,8,,,
Alex Acker,Compton,California,US,,,,1983,1,21,,,
Cedric Bozeman,Los Angeles,California,US,,,,1983,3,7,,,
Chuck Hayes,San Leandro,California,US,,,,1983,6,11,,,
Craig Smith,Inglewood,California,US,,,,1983,11,10,,,
Dijon Thompson,Los Angeles,California,US,,,,1983,3,23,,,
Eugene Jeter,Los Angeles,California,US,,,,1983,12,1,,,
Jamal Sampson,Inglewood,California,US,,,,1983,5,15,,,
Josh Childress,Harbor City,California,US,,,,1983,6,20,,,
Kevinn Pinkney,Colton,California,US,,,,1983,10,10,,,
Kirk Snyder,Los Angeles,California,US,,,,1983,6,5,,,
Bernard Robinson,Washington,D.C.,US,,,,1983,1,28,,,
Delonte West,Washington,D.C.,US,,,,1983,7,26,,,
Ben Gordon,London,England,GB,,,,1983,4,4,,,
Kelenna Azubuike,London,England,GB,,,,1983,12,16,,,
Pops Mensah-Bonsu,Tottenham,Europe,GB,,,,1983,9,7,,,
Daniel Ewing,Milton,Florida,US,,,,1983,3,26,,,
Al Thornton,Perry,Georgia,US,,,,1983,12,7,,,
Alexander Johnson,Albany,Georgia,US,,,,1983,2,8,,,
Dontell Jefferson,Cordele,Georgia,US,,,,1983,12,15,,,
Mickaël Gelabale,Pointe-Noire,Guadeloupe,FR,,,,1983,5,22,,,
Jason Maxiell,Chicago,Illinois,US,,,,1983,2,18,,,
"Roger Powell, Jr.",Joliet,Illinois,US,,,,1983,1,15,,,
Steve Novak,Libertyville,Illinois,US,,,,1983,6,13,,,
Will Bynum,Chicago,Illinois,US,,,,1983,1,4,,,
Wayne Simien,Leavenworth,Kansas,US,,,,1983,3,9,,,
Donta Smith,Louisville,Kentucky,US,,,,1983,11,27,,,
Carldell Johnson,New Orleans,Louisiana,US,,,,1983,1,28,,,
Chris Quinn,New Orleans,Louisiana,US,,,,1983,9,27,,,
Danny Granger,New Orleans,Louisiana,US,,,,1983,4,20,,,
Ronny Turiaf,Le Robert,Martinique,FR,,,,1983,1,13,,,
Jarrett Jack,Fort Washington,Maryland,US,,,,1983,10,28,,,
Joey Dorsey,Baltimore,Maryland,US,,,,1983,12,16,,,
Courtney Sims,Roslindale,Massachusetts,US,,,,1983,10,21,,,
Will Blalock,Boston,Massachusetts,US,,,,1983,9,8,,,
Anthony Roberson,Saginaw,Michigan,US,,,,1983,2,14,,,
David Lee,St. Louis,Missouri,US,,,,1983,4,29,,,
Coby Karl,Great Falls,Montana,US,,,,1983,6,8,,,
Dajuan Wagner,Camden,New Jersey,US,,,,1983,2,4,,,
Randy Foye,Newark,New Jersey,US,,,,1983,9,24,,,
Channing Frye,White Plains,New York,US,,,,1983,5,17,,,
Eddie Basden,New York City,New York,US,,,,1983,2,15,,,
Ike Diogu,Buffalo,New York,US,,,,1983,9,11,,,
Julius Hodge,Harlem,New York,US,,,,1983,11,18,,,
Shavlik Randolph,Raleigh,North Carolina,US,,,,1983,11,24,,,
Jawad Williams,Cleveland,Ohio,US,,,,1983,2,19,,,
Kevin Martin,Zanesville,Ohio,US,,,,1983,2,1,,,
Shelden Williams,Oklahoma City,Oklahoma,US,,,,1983,10,21,,,
Aaron Miles,Portland,Oregon,US,,,,1983,4,13,,,
Steven Smith,Philadelphia,Pennsylvania,US,,,,1983,4,12,,,
Josh Powell,Charleston,South Carolina,US,,,,1983,1,25,,,
Keith Langford,Fort Worth,Texas,US,,,,1983,9,15,,,
Mike Harris,Hillsboro,Texas,US,,,,1983,6,15,,,
Ronnie Price,Friendswood,Texas,US,,,,1983,6,21,,,
T. J. Ford,Houston,Texas,US,,,,1983,3,24,,,
Dwayne Jones,Morgantown,West Virginia,US,,,,1983,6,9,,,
Carl Landry,Milwaukee,Wisconsin,US,,,,1983,9,19,,,
Devin Harris,Milwaukee,Wisconsin,US,,,,1983,2,27,,,
Marcelo Huertas,São Paulo,,BR,,,,1983,5,25,,,
Nikoloz Tskitishvili,Tbilisi,,GE,,,,1983,4,14,,,
Aleksandar Pavlović,Bar,,MN,,,,1983,11,15,,,
Slavko Vraneš,Pljevlja,,MN,,,,1983,1,30,,,
Sergei Monia,Saratov,,RU,,,,1983,4,15,,,
Nenad Krstić,Kraljevo,,RS,,,,1983,7,25,,,
Uroš Slokar,Ljubljana,,SI,,,,1983,5,14,,,
Esteban Batista,Montevideo,,UA,,,,1983,9,2,,,
Mario West,Huntsville,Alabama,US,,,,1984,6,19,,,
Aaron Gray,Tarzana,California,US,,,,1984,12,7,,,
Antoine Wright,West Covina,California,US,,,,1984,2,6,,,
Bobby Brown,Los Angeles,California,US,,,,1984,9,24,,,
Bobby Jones,Compton,California,US,,,,1984,1,9,,,
Hassan Adams,Inglewood,California,US,,,,1984,6,20,,,
Leon Powe,Oakland,California,US,,,,1984,1,22,,,
Ryan Hollins,Pasadena,California,US,,,,1984,10,10,,,
Ndudi Ebi,London,England,GB,,,,1984,6,18,,,
Chris Richard,Lakeland,Florida,US,,,,1984,12,25,,,
Solomon Jones,Eustis,Florida,US,,,,1984,7,16,,,
Tarence Kinsey,Tampa,Florida,US,,,,1984,3,21,,,
Zabian Dowdell,Pahokee,Florida,US,,,,1984,9,10,,,
Jermareo Davidson,Atlanta,Georgia,US,,,,1984,11,15,,,
Yi Jianlian,Heshan,Guangdong,CL,,,,1984,10,27,,,
Alando Tucker,Joliet,Illinois,US,,,,1984,2,11,,,
Andre Iguodala,Springfield,Illinois,US,,,,1984,1,28,,,
James Augustine,Midlothian,Illinois,US,,,,1984,2,27,,,
Justin Williams,Chicago,Illinois,US,,,,1984,5,12,,,
Mike Hall,Chicago,Illinois,US,,,,1984,6,5,,,
Sean May,Chicago,Illinois,US,,,,1984,4,4,,,
Chris Hunter,Gary,Indiana,US,,,,1984,7,7,,,
Oliver Lafayette,Baton Rouge,Louisiana,US,,,,1984,5,6,,,
Chris Mccray,Capitol Heights,Maryland,US,,,,1984,5,27,,,
Gary Neal,Baltimore,Maryland,US,,,,1984,10,3,,,
Josh Boone,Mount Airy,Maryland,US,,,,1984,11,21,,,
Demetris Nichols,Boston,Massachusetts,US,,,,1984,9,4,,,
Patrick Ewing Jr.,Boston,Massachusetts,US,,,,1984,5,20,,,
Maurice Ager,Detroit,Michigan,US,,,,1984,2,9,,,
Paul Davis,Rochester,Michigan,US,,,,1984,7,21,,,
Dee Brown,Jackson,Mississippi,US,,,,1984,8,17,,,
Travis Outlaw,Starkville,Mississippi,US,,,,1984,9,18,,,
Trey Johnson,Jackson,Mississippi,US,,,,1984,8,30,,,
Blake Ahearn,St. Louis,Missouri,US,,,,1984,5,27,,,
Adam Morrison,Glendive,Montana,US,,,,1984,7,19,,,
C. J. Watson,Las Vegas,Nevada,US,,,,1984,4,17,,,
Chris Copeland,Orange,New Jersey,US,,,,1984,3,17,,,
Darryl Watkins,Paterson,New Jersey,US,,,,1984,11,8,,,
Allan Ray,New York City,New York,US,,,,1984,6,17,,,
Carmelo Anthony,Brooklyn,New York,US,,,,1984,5,29,,,
Charlie Villanueva,Queens,New York,US,,,,1984,8,24,,,
Hilton Armstrong,Peekskill,New York,US,,,,1984,11,23,,,
Quincy Douby,Brooklyn,New York,US,,,,1984,5,16,,,
Renaldo Balkman,Staten Island,New York,US,,,,1984,7,14,,,
David Noel,Durham,North Carolina,US,,,,1984,2,27,,,
Rashad McCants (Noble Man),Asheville,North Carolina,US,,,,1984,9,25,,,
LeBron James,Akron,Ohio,US,,,,1984,12,30,,,
Robert Hite,Cincinnati,Ohio,US,,,,1984,1,12,,,
Jeremy Richardson,Allentown,Pennsylvania,US,,,,1984,3,1,,,
Mardy Collins,Philadelphia,Pennsylvania,US,,,,1984,8,4,,,
Mustafa Shakur,Philadelphia,Pennsylvania,US,,,,1984,8,18,,,
Raymond Felton,Marion,South Carolina,US,,,,1984,6,26,,,
Derrick Byars,Memphis,Tennessee,US,,,,1984,4,25,,,
J. J. Redick,Cookeville,Tennessee,US,,,,1984,6,24,,,
Lester Hudson,Memphis,Tennessee,US,,,,1984,8,7,,,
Rodney Carney,Memphis,Tennessee,US,,,,1984,4,5,,,
Bracey Wright,The Colony,Texas,US,,,,1984,7,1,,,
Cartier Martin,Crockett,Texas,US,,,,1984,11,20,,,
Chris Bosh,Dallas,Texas,US,,,,1984,3,24,,,
Eric Dawson,San Antonio,Texas,US,,,,1984,7,7,,,
Ivan Johnson,San Antonio,Texas,US,,,,1984,4,10,,,
Kendrick Perkins,Nederland,Texas,US,,,,1984,11,10,,,
Andrew Bogut,Melbourne,Victoria,AU,,,,1984,11,28,,,
Brandon Roy,Seattle,Washington,US,,,,1984,7,23,,,
Nate Robinson,Seattle,Washington,US,,,,1984,5,31,,,
Deron Williams,Parkersburg,West Virginia,US,,,,1984,6,26,,,
Mile Ilić,Tuzla,,BA,,,,1984,6,2,,,
Marquinhos,Rio de Janeiro,,BR,,,,1984,5,31,,,
Roko Ukić,Split,,HR,,,,1984,12,5,,,
Zaza Pachulia,Tbilisi,,GE,,,,1984,2,10,,,
Marcin Gortat,Łódź,,PL,,,,1984,2,17,,,
José Juan Barea,Mayagüez,,PR,,,,1984,6,26,,,
Cheikh Samb,Dakar,,SN,,,,1984,10,22,,,
Sasha Vujacic,Maribor,,SI,,,,1984,3,8,,,
Thabo Sefolosha,Vevey,,CH,,,,1984,5,2,,,
Arron Afflalo,Los Angeles,California,US,,,,1985,10,15,,,
DeMarcus Nelson,Oakland,California,US,,,,1985,11,2,,,
Dominic McGuire,San Diego,California,US,,,,1985,10,20,,,
Dorell Wright,Los Angeles,California,US,,,,1985,12,2,,,
Jared Dudley,San Diego,California,US,,,,1985,7,10,,,
Marcus Williams,Los Angeles,California,US,,,,1985,12,3,,,
Nick Young,Los Angeles,California,US,,,,1985,6,1,,,
Robert Swift,Bakersfield,California,US,,,,1985,12,3,,,
Nick Fazekas,Arvada,Colorado,US,,,,1985,6,17,,,
Sam Young,Washington,D.C,US,,,,1985,6,1,,,
Chris Johnson,Washington,D.C.,US,,,,1985,7,17,,,
Darius Washington Jr.,Winter Park,Florida,US,,,,1985,12,6,,,
Trevor Ariza,Miami,Florida,US,,,,1985,6,30,,,
Bernard James,Savannah,Georgia,US,,,,1985,2,7,,,
Dwight Howard,Atlanta,Georgia,US,,,,1985,12,8,,,
Josh Smith,College Park,Georgia,US,,,,1985,12,5,,,
Morris Almond,Dalton,Georgia,US,,,,1985,2,2,,,
Sun Yue,Cangzhou,Hebei,CL,,,,1985,11,6,,,
Justin Dentmon,Carbondale,Illinois,US,,,,1985,9,5,,,
Othyus Jeffers,Chicago,Illinois,US,,,,1985,8,5,,,
Shannon Brown,Maywood,Illinois,US,,,,1985,11,30,,,
Shaun Livingston,Peoria,Illinois,US,,,,1985,9,11,,,
Courtney Lee,Indianapolis,Indiana,US,,,,1985,10,3,,,
Steven Hill,Chanute,Kansas,US,,,,1985,11,14,,,
Brandon Bass,Baton Rouge,Louisiana,US,,,,1985,4,30,,,
Paul Millsap,Monroe,Louisiana,US,,,,1985,2,10,,,
Von Wafer,Homer,Louisiana,US,,,,1985,7,21,,,
Rudy Fernández,Palma,Majorca,ES,,,,1985,4,4,,,
Antonio Anderson,Lynn,Massachusetts,US,,,,1985,6,5,,,
Kris Humphries,Minneapolis,Minnesota,US,,,,1985,2,6,,,
Al Jefferson,Monticello,Mississippi,US,,,,1985,1,4,,,
Jackie Butler,McComb,Mississippi,US,,,,1985,3,10,,,
Monta Ellis,Jackson,Mississippi,US,,,,1985,10,26,,,
Anthony Tolliver,Springfield,Missouri,US,,,,1985,6,1,,,
Brandon Rush,Kansas City,Missouri,US,,,,1985,7,7,,,
Tyler Hansbrough,Columbia,Missouri,US,,,,1985,11,3,,,
Gustavo Ayón,Tepic,Nayarit,MX,,,,1985,4,1,,,
J. R. Smith,Freehold Borough,New Jersey,US,,,,1985,9,9,,,
Chris Taft,Brooklyn,New York,US,,,,1985,3,10,,,
D. J. Strawberry,New York City,New York,US,,,,1985,6,15,,,
Joakim Noah,New York City,New York,US,,,,1985,2,25,,,
Sebastian Telfair,Brooklyn,New York,US,,,,1985,6,9,,,
Taj Gibson,Brooklyn,New York,US,,,,1985,6,24,,,
Anthony Morrow,Charlotte,North Carolina,US,,,,1985,9,27,,,
Chris Paul,Winston-Salem,North Carolina,US,,,,1985,5,6,,,
P. J. Tucker,Raleigh,North Carolina,US,,,,1985,5,5,,,
Brian Roberts,Toledo,Ohio,US,,,,1985,12,3,,,
Darnell Jackson,Oklahoma City,Oklahoma,US,,,,1985,11,7,,,
J. R. Giddens,Oklahoma City,Oklahoma,US,,,,1985,2,13,,,
Ronnie Brewer,Portland,Oregon,US,,,,1985,3,20,,,
Thomas Gardner,Portland,Oregon,US,,,,1985,2,8,,,
Rob Kurz,Philadelphia,Pennsylvania,US,,,,1985,3,5,,,
Sean Singletary,Philadelphia,Pennsylvania,US,,,,1985,9,6,,,
Guillermo Diaz,San Juan,,PR,,,,1985,3,4,,,
Peter John Ramos,Fajardo,,PR,,,,1985,5,23,,,
Acie Law,Dallas,Texas,US,,,,1985,1,25,,,
LaMarcus Aldridge,Dallas,Texas,US,,,,1985,7,19,,,
Trey Gilder,Dallas,Texas,US,,,,1985,1,24,,,
Aaron Brooks,Seattle,Washington,US,,,,1985,1,14,,,
Greg Stiemsma,Randolph,Wisconsin,US,,,,1985,9,26,,,
Marcus Landry,Milwaukee,Wisconsin,US,,,,1985,11,1,,,
Damir Markota,Sarajevo,,BA,,,,1985,12,26,,,
Mirza Teletović,Mostar,,BA,,,,1985,9,17,,,
Tiago Splitter,Blumenau,,BR,,,,1985,1,1,,,
Kosta Perović,Osijek,,HR,,,,1985,2,19,,,
Hamed Haddadi,Ahvaz,,IR,,,,1985,5,19,,,
Andrea Bargnani,Rome,,IT,,,,1985,10,26,,,
Linas Kleiza,Kaunas,,LT,,,,1985,1,3,,,
Gary Forbes,Colón,,PA,,,,1985,2,25,,,
Maciej Lampe,Łódź,,PL,,,,1985,2,5,,,
Pavel Podkolzin,Novosibirsk,,RU,,,,1985,1,15,,,
Sasha Kaun,Tomsk,,RU,,,,1985,5,8,,,
Darko Miličić,Novi Sad,,RS,,,,1985,6,20,,,
Ha Seung-Jin,Seoul,,KR,,,,1985,8,4,,,
Marc Gasol,Barcelona,,ES,,,,1985,1,29,,,
Luol Deng,Wau,,SD,,,,1985,4,16,,,
Oleksiy Pecherov,Donetsk,,UA,,,,1985,12,8,,,
D. J. White,Tuscaloosa,Alabama,US,,,,1986,8,31,,,
DeMarre Carroll,Birmingham,Alabama,US,,,,1986,7,27,,,
Mickell Gladness,Birmingham,Alabama,US,,,,1986,7,26,,,
Walter Sharpe,Huntsville,Alabama,US,,,,1986,7,18,,,
Mario Chalmers,Anchorage,Alaska,US,,,,1986,5,19,,,
Sonny Weems,West Memphis,Arkansas,US,,,,1986,7,8,,,
Gabe Pruitt,Los Angeles,California,US,,,,1986,4,19,,,
Jordan Farmar,Los Angeles,California,US,,,,1986,11,30,,,
Josh Akognon,Greenbrae,California,US,,,,1986,2,10,,,
Sergio Rodríguez,San Cristóbal de La Laguna,Canary Islands,ES,,,,1986,6,12,,,
Jason Smith,Greeley,Colorado,US,,,,1986,3,2,,,
Jermaine Taylor,Tavares,Florida,US,,,,1986,12,8,,,
Ryan Reid,Lauderdale Lakes,Florida,US,,,,1986,10,30,,,
Taurean Green,Boca Raton,Florida,US,,,,1986,11,28,,,
Toney Douglas,Tampa,Florida,US,,,,1986,3,16,,,
Garret Siler,Augusta,Georgia,US,,,,1986,10,25,,,
Jeremy Pargo,Chicago,Illinois,US,,,,1986,3,17,,,
Mike Taylor,Chicago,Illinois,US,,,,1986,1,21,,,
George Hill,Indianapolis,Indiana,US,,,,1986,5,4,,,
Patrick O'Bryant,Oskaloosa,Iowa,US,,,,1986,6,20,,,
Rajon Rondo,Louisville,Kentucky,US,,,,1986,2,22,,,
Garrett Temple,Baton Rouge,Louisiana,US,,,,1986,5,8,,,
Glen Davis,Baton Rouge,Louisiana,US,,,,1986,1,1,,,
Tyrus Thomas,Baton Rouge,Louisiana,US,,,,1986,8,17,,,
Jeff Green,Cheverly,Maryland,US,,,,1986,8,28,,,
Marcus Cousin,Baltimore,Maryland,US,,,,1986,12,18,,,
Rudy Gay,Baltimore,Maryland,US,,,,1986,8,17,,,
Jeff Adrien,Brookline,Massachusetts,US,,,,1986,2,10,,,
Joe Crawford,Detroit,Michigan,US,,,,1986,6,17,,,
A.J. Price,Orange,New Jersey,US,,,,1986,10,7,,,
Jason Thompson,Mount Laurel,New Jersey,US,,,,1986,7,21,,,
Cedric Jackson,Alamogordo,New Mexico,US,,,,1986,3,5,,,
Nathan Jawai,Sydney,New South Wales,AU,,,,1986,10,10,,,
Andray Blatche,Syracuse,New York,US,,,,1986,8,22,,,
Andy Rautins,Syracuse,New York,US,,,,1986,11,2,,,
Edwin Ubiles,Brooklyn,New York,US,,,,1986,11,26,,,
Lazar Hayward,Buffalo,New York,US,,,,1986,11,26,,,
Roy Hibbert,Queens,New York,US,,,,1986,12,11,,,
Sundiata Gaines,Queens,New York,US,,,,1986,4,18,,,
Cedric Simmons,Shallotte,North Carolina,US,,,,1986,1,3,,,
JamesOn Curry,Pleasant Grove,North Carolina,US,,,,1986,1,7,,,
Othello Hunter,Winston-Salem,North Carolina,US,,,,1986,5,28,,,
Taylor Griffin,Oklahoma City,Oklahoma,US,,,,1986,4,18,,,
Dionte Christmas,Philadelphia,Pennsylvania,US,,,,1986,9,15,,,
Kyle Lowry,Philadelphia,Pennsylvania,US,,,,1986,3,25,,,
Ramon Sessions,Myrtle Beach,South Carolina,US,,,,1986,4,11,,,
Corey Brewer,Portland,Tennessee,US,,,,1986,3,5,,,
Lou Williams,Memphis,Tennessee,US,,,,1986,10,27,,,
Shawne Williams,Memphis,Tennessee,US,,,,1986,2,16,,,
Daniel Gibson,Houston,Texas,US,,,,1986,2,27,,,
Gerald Green,Houston,Texas,US,,,,1986,1,26,,,
Randolph Morris,Houston,Texas,US,,,,1986,1,2,,,
Sean Williams,Houston,Texas,US,,,,1986,9,13,,,
Wesley Matthews,San Antonio,Texas,US,,,,1986,10,14,,,
Reggie Williams,Prince George,Virginia,US,,,,1986,9,14,,,
Vernon Macklin,Portsmouth,Virginia,US,,,,1986,9,25,,,
Marcus Williams,Seattle,Washington,US,,,,1986,11,18,,,
Martell Webster,Edmonds,Washington,US,,,,1986,12,4,,,
Marvin Williams,Bremerton,Washington,US,,,,1986,6,19,,,
Rodney Stuckey,Seattle,Washington,US,,,,1986,4,21,,,
Kyle Weaver,Beloit,Wisconsin,US,,,,1986,2,18,,,
Luc Mbah a Moute,Yaoundé,,CM,,,,1986,9,9,,,
Damjan Rudež,Zagreb,,HR,,,,1986,6,17,,,
Al Horford,Puerto Plata,,DO,,,,1986,6,3,,,
Johan Petro,Paris,,FR,,,,1986,1,27,,,
Ian Mahinmi,Rouen,,GF,,,,1986,11,5,,,
Marco Belinelli,San Giovanni in Persiceto,,IT,,,,1986,3,25,,,
Jerome Jordan,Kingston,,JM,,,,1986,9,29,,,
Andris Biedriņš,Riga,,LV,,,,1986,4,2,,,
Martynas Andriuškevičius,Kaunas,,LT,,,,1986,3,12,,,
Nikola Peković,Bijelo Polje,,MN,,,,1986,1,3,,,
Aron Baynes,Gisborne,,NZ,,,,1986,12,9,,,
Timofey Mozgov,Saint Petersburg,,RU,,,,1986,7,16,,,
Mouhamed Sene,Thiès,,SN,,,,1986,5,12,,,
Goran Dragić,Ljubljana,,SI,,,,1986,5,6,,,
Salah Mejri,Jendouba,,TN,,,,1986,6,15,,,
Ömer Aşık,Bursa,,TR,,,,1986,7,4,,,
Semih Erden,Istanbul,,TR,,,,1986,7,28,,,
Joe Alexander,Kaohsiung,,TW,,,,1986,12,26,,,
Kyrylo Fesenko,Dnipropetrovsk,,UA,,,,1986,12,24,,,
"Mike Conley, Jr.",Fayetteville,Arkansas,US,,,,1987,10,11,,,
Alex Stepheson,Los Angeles,California,US,,,,1987,8,7,,,
Amir Johnson,Los Angeles,California,US,,,,1987,5,1,,,
Craig Brackins,Lancaster,California,US,,,,1987,10,9,,,
Darren Collison,Rancho Cucamonga,California,US,,,,1987,8,23,,,
Derrick Brown,Oakland,California,US,,,,1987,9,8,,,
Jeff Ayres,Ontario,California,US,,,,1987,4,29,,,
Shane Edwards,Los Angeles,California,US,,,,1987,5,31,,,
Alonzo Gee,Riviera Beach,Florida,US,,,,1987,5,29,,,
Marreese Speights,St. Petersburg,Florida,US,,,,1987,8,4,,,
Javaris Crittenton,Atlanta,Georgia,US,,,,1987,12,31,,,
Jerel McNeal,Chicago,Illinois,US,,,,1987,6,1,,,
Julian Wright,Chicago Heights,Illinois,US,,,,1987,5,20,,,
Sherron Collins,Chicago,Illinois,US,,,,1987,3,18,,,
Josh McRoberts,Indianapolis,Indiana,US,,,,1987,2,28,,,
Luke Zeller,Ames,Iowa,US,,,,1987,4,7,,,
D. J. Augustin,New Orleans,Louisiana,US,,,,1987,11,10,,,
Elijah Millsap,Grambling,Louisiana,US,,,,1987,8,12,,,
Jeremy Evans,Monroe,Louisiana,US,,,,1987,10,24,,,
Marcus Thornton,Baton Rouge,Louisiana,US,,,,1987,6,5,,,
Arinze Onuaku,Lanham,Maryland,US,,,,1987,7,13,,,
Dante Cunningham,Clinton,Maryland,US,,,,1987,4,22,,,
Jerome Dyson,Rockville,Maryland,US,,,,1987,5,1,,,
